,date,max_temp
734,2021-04-11,31.5
735,2021-04-13,36.8
736,2021-04-14,38.0
737,2021-04-15,32.1
738,2021-04-16,35.1
739,2021-04-17,37.0
740,2021-04-18,38.0
741,2021-04-19,37.6
742,2021-04-20,40.1
743,2021-04-21,38.2
744,2021-04-22,38.2
745,2021-04-23,37.0
746,2021-04-24,38.2
747,2021-04-25,39.5
748,2021-04-26,39.6
749,2021-04-27,39.4
750,2021-04-28,39.9
751,2021-04-29,39.4
752,2021-04-30,39.4
753,2021-05-04,36.8
754,2021-05-05,38.5
755,2021-05-06,35.8
756,2021-05-07,35.7
757,2021-05-08,33.9
758,2021-05-09,32.7
759,2021-05-10,33.7
760,2021-05-11,35.1
761,2021-05-13,38.8
762,2021-05-14,39.4
763,2021-05-15,37.3
764,2021-05-16,37.4
765,2021-05-17,34.2
766,2021-05-18,36.8
767,2021-05-19,37.7
768,2021-05-20,37.5
769,2021-05-21,37.4
770,2021-05-22,38.8
771,2021-05-23,38.7
772,2021-05-24,41.4
773,2021-05-25,41.4
774,2021-05-26,39.5
775,2021-05-27,40.0
776,2021-05-28,41.3
777,2021-05-29,39.4
778,2021-05-30,42.4
779,2021-05-31,39.9
780,2021-06-04,37.2
781,2021-06-05,39.4
782,2021-06-06,35.1
783,2021-06-07,34.7
784,2021-06-08,33.3
785,2021-06-09,31.5
786,2021-06-10,32.8
787,2021-06-11,34.7
788,2021-06-13,32.8
789,2021-06-14,35.2
790,2021-06-15,32.2
791,2021-06-16,32.4
792,2021-06-17,35.0
793,2021-06-18,31.7
794,2021-06-19,34.2
795,2021-06-20,32.9
796,2021-06-21,35.1
797,2021-06-22,36.3
798,2021-06-23,34.7
799,2021-06-24,30.4
800,2021-06-25,30.7
801,2021-06-26,33.6
802,2021-06-27,34.5
803,2021-06-28,32.8
804,2021-06-29,33.7
805,2021-06-30,34.6
806,2021-07-04,35.7
807,2021-07-05,37.3
808,2021-07-06,37.2
809,2021-07-07,35.5
810,2021-07-08,32.9
811,2021-07-09,27.8
812,2021-07-10,33.2
813,2021-07-11,32.4
814,2021-07-13,30.3
815,2021-07-14,30.9
816,2021-07-15,30.1
817,2021-07-16,31.1
818,2021-07-17,32.7
819,2021-07-18,34.5
820,2021-07-19,35.7
821,2021-07-20,33.2
822,2021-07-21,32.7
823,2021-07-22,25.1
824,2021-07-23,24.4
825,2021-07-24,30.6
826,2021-07-25,33.0
827,2021-07-26,33.4
828,2021-07-27,33.9
829,2021-07-28,33.8
830,2021-07-29,32.8
831,2021-07-30,31.2
832,2021-07-31,31.4
833,2021-08-04,37.4
834,2021-08-05,37.7
835,2021-08-06,36.9
836,2021-08-07,35.6
837,2021-08-08,33.9
838,2021-08-09,29.8
839,2021-08-10,33.6
840,2021-08-11,32.4
841,2021-08-13,34.4
842,2021-08-14,32.6
843,2021-08-15,33.0
844,2021-08-16,32.9
845,2021-08-17,29.8
846,2021-08-18,30.2
847,2021-08-19,29.6
848,2021-08-20,30.4
849,2021-08-21,30.5
850,2021-08-22,30.9
851,2021-08-23,33.3
852,2021-08-24,33.8
853,2021-08-25,33.8
854,2021-08-26,34.6
855,2021-08-27,32.9
856,2021-08-28,33.8
857,2021-08-29,30.4
858,2021-08-30,30.9
859,2021-08-31,30.3
860,2021-09-04,37.9
861,2021-09-05,38.7
862,2021-09-06,38.4
863,2021-09-07,30.7
864,2021-09-08,34.4
865,2021-09-09,30.7
866,2021-09-10,33.9
867,2021-09-11,33.5
868,2021-09-13,32.8
869,2021-09-14,32.9
870,2021-09-15,32.9
871,2021-09-16,32.8
872,2021-09-17,33.9
873,2021-09-18,33.7
874,2021-09-19,31.0
875,2021-09-20,33.4
876,2021-09-21,31.7
877,2021-09-22,31.3
878,2021-09-23,33.0
879,2021-09-24,32.9
880,2021-09-25,33.0
881,2021-09-26,32.8
882,2021-09-27,32.7
883,2021-09-28,27.8
884,2021-09-29,30.7
885,2021-09-30,32.8
886,2021-10-04,35.7
887,2021-10-05,38.8
888,2021-10-06,30.7
889,2021-10-07,32.5
890,2021-10-08,35.0
891,2021-10-09,32.6
892,2021-10-10,34.3
893,2021-10-11,29.6
894,2021-10-13,33.1
895,2021-10-14,33.6
896,2021-10-15,33.7
897,2021-10-16,32.4
898,2021-10-17,30.6
899,2021-10-18,33.0
900,2021-10-19,33.5
901,2021-10-20,33.3
902,2021-10-21,32.7
903,2021-10-22,33.0
904,2021-10-23,32.8
905,2021-10-24,33.2
906,2021-10-25,33.1
907,2021-10-26,32.4
908,2021-10-27,34.2
909,2021-10-28,33.8
910,2021-10-29,33.8
911,2021-10-30,32.8
912,2021-10-31,33.9
913,2021-11-04,35.4
914,2021-11-05,39.6
915,2021-11-06,34.1
916,2021-11-07,32.7
917,2021-11-08,34.1
918,2021-11-09,32.6
919,2021-11-10,33.5
920,2021-11-11,32.8
921,2021-11-13,31.1
922,2021-11-14,31.9
923,2021-11-15,32.0
924,2021-11-16,31.1
925,2021-11-17,30.3
926,2021-11-18,32.5
927,2021-11-19,29.7
928,2021-11-20,29.8
929,2021-11-21,30.3
930,2021-11-22,32.8
931,2021-11-23,33.1
932,2021-11-24,32.5
933,2021-11-25,33.2
934,2021-11-26,32.2
935,2021-11-27,31.5
936,2021-11-28,31.7
937,2021-11-29,30.4
938,2021-11-30,29.1
939,2021-12-01,31.7
940,2021-12-02,31.7
941,2021-12-03,31.7
942,2021-12-04,37.0
943,2021-12-05,31.0
944,2021-12-06,32.0
945,2021-12-07,31.7
946,2021-12-08,33.0
947,2021-12-09,30.7
948,2021-12-10,32.9
949,2021-12-11,30.6
950,2021-12-12,31.3
951,2021-12-13,32.0
952,2021-12-14,31.5
953,2021-12-15,30.3
954,2021-12-16,28.2
955,2021-12-17,28.7
956,2021-12-18,28.7
957,2021-12-19,28.6
958,2021-12-20,28.8
959,2021-12-21,28.7
960,2021-12-22,27.8
961,2021-12-23,29.4
962,2021-12-24,32.6
963,2021-12-25,31.0
964,2021-12-26,31.5
965,2021-12-27,29.5
966,2021-12-28,27.2
967,2021-12-29,29.5
968,2021-12-30,29.6
969,2021-12-31,28.8
970,2022-01-01,29.2
971,2022-01-02,30.5
972,2022-01-03,30.6
973,2022-01-04,30.4
974,2022-01-05,29.7
975,2022-01-06,30.1
976,2022-01-07,29.7
977,2022-01-08,28.5
978,2022-01-09,29.1
979,2022-01-10,28.1
980,2022-01-11,28.0
981,2022-01-12,28.6
982,2022-01-13,26.7
983,2022-01-14,26.2
984,2022-01-15,29.4
985,2022-01-16,27.1
986,2022-01-17,23.8
987,2022-01-18,28.6
988,2022-01-19,29.3
989,2022-01-20,28.1
990,2022-01-21,31.2
991,2022-01-22,30.5
992,2022-01-23,31.3
993,2022-01-24,30.4
994,2022-01-25,25.9
995,2022-01-26,27.4
996,2022-01-27,28.2
997,2022-01-28,26.5
998,2022-01-29,26.0
999,2022-01-30,27.0
1000,2022-01-31,29.2
1001,2022-02-01,36.8
1002,2022-02-02,36.5
1003,2022-02-03,36.6
1004,2022-02-04,36.1
1005,2022-02-05,34.5
1006,2022-02-06,35.8
1007,2022-02-07,36.9
1008,2022-02-08,36.3
1009,2022-02-09,36.5
1010,2022-02-10,34.6
1011,2022-02-11,34.7
1012,2022-02-12,36.5
1013,2022-02-13,36.2
1014,2022-02-14,36.4
1015,2022-02-15,36.3
1016,2022-02-16,35.1
1017,2022-02-17,36.4
1018,2022-02-18,36.1
1019,2022-02-19,36.5
1020,2022-02-20,37.2
1021,2022-02-21,37.2
1022,2022-02-22,39.2
1023,2022-02-23,38.7
1024,2022-02-24,37.4
1025,2022-02-25,38.2
1026,2022-02-26,38.3
1027,2022-02-27,38.0
1028,2022-02-28,38.7
1029,2022-03-01,33.1
1030,2022-03-02,34.9
1031,2022-03-03,34.3
1032,2022-03-04,33.6
1033,2022-03-05,34.9
1034,2022-03-06,32.7
1035,2022-03-07,34.4
1036,2022-03-08,34.4
1037,2022-03-09,34.7
1038,2022-03-10,34.8
1039,2022-03-11,33.8
1040,2022-03-12,35.2
1041,2022-03-13,33.3
1042,2022-03-14,34.9
1043,2022-03-15,34.9
1044,2022-03-16,36.0
1045,2022-03-17,36.8
1046,2022-03-18,38.1
1047,2022-03-19,33.8
1048,2022-03-20,33.6
1049,2022-03-21,36.3
1050,2022-03-22,34.9
1051,2022-03-23,36.3
1052,2022-03-24,36.7
1053,2022-03-25,33.6
1054,2022-03-26,33.9
1055,2022-03-27,34.1
1056,2022-03-28,36.9
1057,2022-03-29,38.2
1058,2022-03-30,38.7
1059,2022-03-31,39.9
1060,2022-04-01,36.8
1061,2022-04-02,33.3
1062,2022-04-03,33.3
1063,2022-04-04,36.3
1064,2022-04-05,34.7
1065,2022-04-06,34.1
1066,2022-04-07,35.3
